Ship_Mode,Segment,State,Region,Category,Sub_Category,Sales,Discount,Profit,Discount_%
Standard Class,Consumer,Ohio,East,Technology,Accessories,288,0.2,57.6,0.1-0.4%
Same Day,Home Office,Colorado,West,Technology,Phones,146.952,0.2,9.1845,0.1-0.4%
Same Day,Home Office,Colorado,West,Furniture,Chairs,83.136,0.2,5.196,0.1-0.4%
First Class,Corporate,North Carolina,South,Office Supplies,Appliances,942.784,0.2,94.2784,0.1-0.4%
First Class,Corporate,North Carolina,South,Office Supplies,Paper,74.352,0.2,23.235,0.1-0.4%
Standard Class,Home Office,New York,East,Office Supplies,Appliances,26.88,0,6.72,0%
Standard Class,Home Office,New York,East,Office Supplies,Binders,10.896,0.2,3.8136,0.1-0.4%
Second Class,Home Office,Illinois,Central,Office Supplies,Art,3.536,0.2,0.3094,0.1-0.4%
First Class,Corporate,Texas,Central,Furniture,Chairs,528.43,0.3,0,0.1-0.4%
First Class,Corporate,Texas,Central,Office Supplies,Paper,41.472,0.2,14.5152,0.1-0.4%
Standard Class,Corporate,New York,East,Furniture,Bookcases,287.976,0.2,7.1994,0.1-0.4%
Second Class,Consumer,Oregon,West,Office Supplies,Storage,29.304,0.2,2.5641,0.1-0.4%
First Class,Corporate,Texas,Central,Office Supplies,Art,55.328,0.2,6.2244,0.1-0.4%
First Class,Corporate,Texas,Central,Furniture,Bookcases,1227.9984,0.32,-36.1176,0.1-0.4%
Standard Class,Corporate,Idaho,West,Office Supplies,Binders,20.416,0.2,6.6352,0.1-0.4%
Standard Class,Corporate,Idaho,West,Furniture,Tables,1128.39,0,259.5297,0%
Standard Class,Home Office,Tennessee,South,Office Supplies,Labels,4.608,0.2,1.6704,0.1-0.4%
Standard Class,Corporate,Arizona,West,Technology,Phones,195.96,0.2,19.596,0.1-0.4%
Standard Class,Corporate,Arizona,West,Office Supplies,Paper,15.552,0.2,5.4432,0.1-0.4%
Standard Class,Corporate,Arizona,West,Technology,Accessories,271.968,0.2,54.3936,0.1-0.4%
Standard Class,Consumer,North Carolina,South,Furniture,Chairs,698.352,0.2,52.3764,0.1-0.4%
Standard Class,Consumer,North Carolina,South,Furniture,Bookcases,77.728,0.2,-3.8864,0.1-0.4%
Standard Class,Corporate,Virginia,South,Office Supplies,Binders,46.62,0,21.4452,0%
Standard Class,Consumer,Texas,Central,Technology,Phones,537.544,0.2,47.0351,0.1-0.4%
First Class,Corporate,California,West,Office Supplies,Labels,14.62,0,6.8714,0%
First Class,Corporate,California,West,Office Supplies,Fasteners,22.55,0,8.7945,0%
First Class,Corporate,California,West,Technology,Phones,583.8,0.2,72.975,0.1-0.4%
First Class,Corporate,California,West,Technology,Phones,211.168,0.2,15.8376,0.1-0.4%
Standard Class,Consumer,Utah,West,Office Supplies,Paper,12.96,0,6.2208,0%
Standard Class,Consumer,Utah,West,Office Supplies,Art,45.98,0,12.8744,0%
Standard Class,Home Office,Vermont,East,Technology,Phones,1294.75,0,336.635,0%
First Class,Consumer,Pennsylvania,East,Technology,Copiers,1799.97,0.4,239.996,0.1-0.4%
Standard Class,Corporate,Illinois,Central,Office Supplies,Paper,10.688,0.2,3.7408,0.1-0.4%
First Class,Consumer,Oklahoma,Central,Technology,Phones,221.98,0,62.1544,0%
First Class,Consumer,Oklahoma,Central,Furniture,Bookcases,341.96,0,54.7136,0%
First Class,Corporate,New York,East,Technology,Accessories,34.77,0,11.4741,0%
First Class,Corporate,New York,East,Office Supplies,Labels,18.9,0,8.694,0%
Standard Class,Consumer,Utah,West,Office Supplies,Binders,102.72,0.2,37.236,0.1-0.4%
Standard Class,Corporate,New York,East,Furniture,Furnishings,40.48,0,14.5728,0%
Standard Class,Consumer,Pennsylvania,East,Office Supplies,Binders,33.282,0.7,-27.735,0.5-0.8%
Standard Class,Consumer,Pennsylvania,East,Technology,Phones,118.65,0.4,19.775,0.1-0.4%
Standard Class,Consumer,Pennsylvania,East,Office Supplies,Labels,14.76,0.2,4.9815,0.1-0.4%
Standard Class,Corporate,California,West,Office Supplies,Paper,37.52,0,18.0096,0%
Standard Class,Corporate,Michigan,Central,Office Supplies,Appliances,207.144,0.1,48.3336,0.1-0.4%
Standard Class,Corporate,Michigan,Central,Office Supplies,Art,13.9,0,3.753,0%
Standard Class,Corporate,Arizona,West,Furniture,Chairs,266.352,0.2,13.3176,0.1-0.4%
Second Class,Consumer,Delaware,East,Technology,Phones,307.98,0,89.3142,0%
Second Class,Consumer,Delaware,East,Office Supplies,Paper,44.1,0,20.727,0%
Second Class,Consumer,Delaware,East,Office Supplies,Art,13.12,0,5.6416,0%
Second Class,Consumer,Delaware,East,Office Supplies,Envelopes,16.56,0,7.7832,0%
Second Class,Consumer,Delaware,East,Office Supplies,Paper,38.88,0,18.6624,0%
Standard Class,Consumer,Texas,Central,Office Supplies,Paper,335.52,0.2,117.432,0.1-0.4%
Standard Class,Consumer,Florida,South,Technology,Copiers,959.984,0.2,311.9948,0.1-0.4%
Standard Class,Consumer,Florida,South,Office Supplies,Binders,4.086,0.7,-2.9964,0.5-0.8%
Standard Class,Consumer,Florida,South,Office Supplies,Art,55.984,0.2,4.1988,0.1-0.4%
Standard Class,Consumer,Florida,South,Office Supplies,Paper,10.688,0.2,3.7408,0.1-0.4%
Second Class,Consumer,Pennsylvania,East,Office Supplies,Envelopes,8.856,0.2,2.8782,0.1-0.4%
First Class,Consumer,Pennsylvania,East,Office Supplies,Labels,6.912,0.2,2.5056,0.1-0.4%
Second Class,Consumer,Texas,Central,Office Supplies,Paper,26.72,0.2,9.352,0.1-0.4%
Second Class,Consumer,Texas,Central,Office Supplies,Paper,33.488,0.2,10.465,0.1-0.4%
Standard Class,Corporate,Missouri,Central,Office Supplies,Paper,10.56,0,4.752,0%
First Class,Corporate,Indiana,Central,Office Supplies,Storage,386.34,0,54.0876,0%
Second Class,Corporate,Washington,West,Office Supplies,Binders,33.44,0.2,11.704,0.1-0.4%
Standard Class,Home Office,Virginia,South,Furniture,Furnishings,39.96,0,14.3856,0%
Standard Class,Consumer,New York,East,Office Supplies,Binders,1217.568,0.2,456.588,0.1-0.4%
Standard Class,Home Office,Georgia,South,Office Supplies,Storage,15.51,0,3.8775,0%
Standard Class,Home Office,Georgia,South,Technology,Phones,89.9,0,25.172,0%
Standard Class,Home Office,Georgia,South,Office Supplies,Art,14.28,0,3.7128,0%
Standard Class,Home Office,Georgia,South,Office Supplies,Art,12.72,0,4.9608,0%
Standard Class,Home Office,Georgia,South,Office Supplies,Labels,15.75,0,7.56,0%
Second Class,Corporate,California,West,Office Supplies,Art,70.95,0,18.447,0%
Second Class,Corporate,California,West,Office Supplies,Binders,65.568,0.2,23.7684,0.1-0.4%
Second Class,Corporate,California,West,Technology,Accessories,299.97,0,131.9868,0%
Standard Class,Corporate,California,West,Technology,Accessories,89.97,0,39.5868,0%
Standard Class,Corporate,California,West,Technology,Accessories,31.86,0,11.151,0%
Second Class,Corporate,Minnesota,Central,Office Supplies,Storage,67.15,0,16.7875,0%
Standard Class,Consumer,Ohio,East,Office Supplies,Binders,7.236,0.7,-6.03,0.5-0.8%
Standard Class,Consumer,Ohio,East,Office Supplies,Fasteners,4.824,0.2,1.7487,0.1-0.4%
Standard Class,Consumer,Ohio,East,Office Supplies,Paper,91.36,0.2,29.692,0.1-0.4%
Standard Class,Consumer,Ohio,East,Office Supplies,Appliances,130.112,0.2,13.0112,0.1-0.4%
First Class,Corporate,North Carolina,South,Technology,Phones,74.24,0.2,8.352,0.1-0.4%
First Class,Corporate,North Carolina,South,Furniture,Furnishings,159.84,0.2,45.954,0.1-0.4%
First Class,Corporate,North Carolina,South,Office Supplies,Binders,2.892,0.7,-2.3136,0.5-0.8%
First Class,Corporate,North Carolina,South,Office Supplies,Paper,9.392,0.2,3.2872,0.1-0.4%
Second Class,Consumer,New York,East,Office Supplies,Paper,123.92,0,55.764,0%
First Class,Consumer,Pennsylvania,East,Office Supplies,Supplies,55.6,0.2,6.255,0.1-0.4%
First Class,Consumer,Pennsylvania,East,Technology,Accessories,617.976,0.2,-7.7247,0.1-0.4%
Standard Class,Corporate,Idaho,West,Office Supplies,Binders,21.312,0.2,7.992,0.1-0.4%
Standard Class,Corporate,California,West,Technology,Accessories,209.94,0,39.8886,0%
Standard Class,Corporate,California,West,Technology,Phones,31.984,0.2,-7.996,0.1-0.4%
Standard Class,Corporate,California,West,Office Supplies,Binders,5083.96,0.2,1906.485,0.1-0.4%
Standard Class,Home Office,North Carolina,South,Technology,Phones,35.96,0.2,3.596,0.1-0.4%
Standard Class,Home Office,New Jersey,East,Office Supplies,Labels,31.05,0,14.904,0%
Standard Class,Home Office,New Jersey,East,Furniture,Furnishings,8.92,0,3.9248,0%
Standard Class,Home Office,New Jersey,East,Office Supplies,Binders,209.6,0,96.416,0%
Standard Class,Home Office,New Jersey,East,Office Supplies,Appliances,111.04,0,29.9808,0%
Standard Class,Home Office,New Jersey,East,Office Supplies,Paper,38.88,0,18.6624,0%
Standard Class,Consumer,Virginia,South,Office Supplies,Appliances,36.27,0,10.881,0%
First Class,Consumer,Illinois,Central,Furniture,Bookcases,493.43,0.3,-70.49,0.1-0.4%
First Class,Consumer,Illinois,Central,Technology,Phones,11.12,0.2,3.475,0.1-0.4%
Standard Class,Consumer,California,West,Technology,Machines,686.4,0.2,77.22,0.1-0.4%
Standard Class,Corporate,Washington,West,Office Supplies,Binders,15.92,0.2,5.373,0.1-0.4%
Standard Class,Corporate,Washington,West,Furniture,Furnishings,70.68,0,31.0992,0%
Standard Class,Corporate,Washington,West,Office Supplies,Storage,541.24,0,5.4124,0%
Same Day,Consumer,Ohio,East,Technology,Machines,101.994,0.7,-71.3958,0.5-0.8%
Same Day,Consumer,Ohio,East,Office Supplies,Binders,18.264,0.7,-13.3936,0.5-0.8%
Second Class,Consumer,Texas,Central,Office Supplies,Binders,21.99,0.8,-32.985,0.5-0.8%
Standard Class,Consumer,Texas,Central,Office Supplies,Supplies,185.376,0.2,-34.758,0.1-0.4%
Standard Class,Consumer,Texas,Central,Office Supplies,Appliances,58.924,0.8,-153.2024,0.5-0.8%
Standard Class,Consumer,New Jersey,East,Technology,Machines,480,0,225.6,0%
Standard Class,Consumer,New Jersey,East,Office Supplies,Storage,34.05,0,9.534,0%
First Class,Corporate,California,West,Office Supplies,Paper,192.72,0,92.5056,0%
First Class,Corporate,California,West,Technology,Accessories,239.97,0,86.3892,0%
Second Class,Home Office,Illinois,Central,Technology,Accessories,50.12,0.2,-0.6265,0.1-0.4%
Standard Class,Corporate,North Carolina,South,Technology,Phones,15.984,0.2,1.3986,0.1-0.4%
Standard Class,Corporate,North Carolina,South,Office Supplies,Paper,14.352,0.2,4.485,0.1-0.4%
Standard Class,Corporate,Ohio,East,Office Supplies,Binders,6.528,0.7,-4.5696,0.5-0.8%
Standard Class,Corporate,Ohio,East,Office Supplies,Binders,2.862,0.7,-2.2896,0.5-0.8%
Standard Class,Corporate,Ohio,East,Office Supplies,Binders,20.856,0.7,-16.6848,0.5-0.8%
Second Class,Corporate,California,West,Office Supplies,Storage,276.28,0,0,0%
Standard Class,Home Office,California,West,Furniture,Furnishings,629.64,0,107.0388,0%
Second Class,Home Office,Missouri,Central,Technology,Phones,449.97,0,220.4853,0%
Second Class,Home Office,Missouri,Central,Office Supplies,Appliances,1927.59,0,751.7601,0%
First Class,Home Office,Georgia,South,Furniture,Chairs,121.78,0,30.445,0%
Standard Class,Home Office,California,West,Furniture,Chairs,2676.672,0.2,267.6672,0.1-0.4%
Standard Class,Consumer,Texas,Central,Furniture,Tables,489.23,0.3,41.934,0.1-0.4%
Standard Class,Consumer,California,West,Furniture,Furnishings,312.03,0,43.6842,0%
Standard Class,Consumer,California,West,Office Supplies,Storage,17.94,0,3.0498,0%
Standard Class,Consumer,California,West,Technology,Phones,165.6,0.2,10.35,0.1-0.4%
Standard Class,Consumer,California,West,Office Supplies,Paper,37.52,0,18.0096,0%
Second Class,Corporate,Virginia,South,Technology,Phones,494.97,0,148.491,0%
Second Class,Corporate,Virginia,South,Office Supplies,Labels,25.06,0,11.7782,0%
Standard Class,Consumer,Illinois,Central,Furniture,Furnishings,32.064,0.6,-12.8256,0.5-0.8%
Standard Class,Consumer,Illinois,Central,Office Supplies,Paper,18.496,0.2,6.7048,0.1-0.4%
Standard Class,Consumer,Illinois,Central,Furniture,Chairs,191.079,0.3,-38.2158,0.1-0.4%
Standard Class,Consumer,Illinois,Central,Office Supplies,Paper,10.368,0.2,3.6288,0.1-0.4%
Same Day,Home Office,New York,East,Office Supplies,Labels,30.53,0,14.0438,0%
Same Day,Home Office,New York,East,Technology,Accessories,30.84,0,6.168,0%
Same Day,Home Office,New York,East,Office Supplies,Paper,75.06,0,33.777,0%
First Class,Corporate,California,West,Technology,Phones,66.976,0.2,6.6976,0.1-0.4%
Standard Class,Corporate,California,West,Office Supplies,Paper,182.72,0,84.0512,0%
Standard Class,Consumer,Massachusetts,East,Office Supplies,Labels,21.93,0,10.3071,0%
Standard Class,Consumer,Tennessee,South,Technology,Accessories,95.976,0.2,15.5961,0.1-0.4%
Standard Class,Consumer,Tennessee,South,Technology,Phones,143.928,0.2,-32.3838,0.1-0.4%
Standard Class,Consumer,Tennessee,South,Office Supplies,Binders,3.564,0.7,-2.97,0.5-0.8%
Standard Class,Consumer,Tennessee,South,Office Supplies,Labels,4.928,0.2,1.7248,0.1-0.4%
Standard Class,Corporate,Texas,Central,Office Supplies,Storage,856.656,0.2,107.082,0.1-0.4%
Standard Class,Corporate,Texas,Central,Office Supplies,Binders,13.184,0.8,-20.4352,0.5-0.8%
Standard Class,Corporate,Texas,Central,Office Supplies,Appliances,48.784,0.8,-131.7168,0.5-0.8%
Standard Class,Corporate,Texas,Central,Office Supplies,Paper,76.64,0.2,26.824,0.1-0.4%
Standard Class,Corporate,Texas,Central,Office Supplies,Binders,18.528,0.8,-27.792,0.5-0.8%
Standard Class,Corporate,Virginia,South,Furniture,Furnishings,177.68,0,46.1968,0%
Standard Class,Corporate,New York,East,Technology,Accessories,159.98,0,57.5928,0%
Standard Class,Corporate,Florida,South,Technology,Phones,52.68,0.2,19.755,0.1-0.4%
Standard Class,Corporate,Florida,South,Furniture,Furnishings,11.568,0.2,2.6028,0.1-0.4%
Standard Class,Consumer,North Carolina,South,Office Supplies,Binders,4.572,0.7,-3.81,0.5-0.8%
Standard Class,Consumer,Illinois,Central,Technology,Phones,1439.968,0.2,143.9968,0.1-0.4%
Standard Class,Consumer,Illinois,Central,Office Supplies,Binders,1.728,0.8,-2.6784,0.5-0.8%
Standard Class,Consumer,Illinois,Central,Furniture,Tables,626.1,0.5,-538.446,0.5-0.8%
Second Class,Corporate,Washington,West,Office Supplies,Art,99.2,0,25.792,0%
Standard Class,Consumer,Texas,Central,Furniture,Tables,609.98,0.3,-113.282,0.1-0.4%
Standard Class,Consumer,Texas,Central,Furniture,Tables,211.372,0.3,-45.294,0.1-0.4%
Standard Class,Consumer,Texas,Central,Technology,Phones,239.976,0.2,17.9982,0.1-0.4%
Standard Class,Corporate,Wisconsin,Central,Furniture,Furnishings,99.95,0,22.9885,0%
Standard Class,Corporate,Wisconsin,Central,Technology,Accessories,29.34,0,10.8558,0%
Standard Class,Corporate,Wisconsin,Central,Furniture,Furnishings,16.74,0,4.3524,0%
Same Day,Corporate,Pennsylvania,East,Office Supplies,Paper,12.672,0.2,3.96,0.1-0.4%
Same Day,Corporate,Pennsylvania,East,Technology,Accessories,1119.888,0.2,209.979,0.1-0.4%
Second Class,Consumer,California,West,Office Supplies,Art,204.85,0,53.261,0%
Second Class,Consumer,California,West,Technology,Phones,135.984,0.2,16.998,0.1-0.4%
Second Class,Consumer,California,West,Office Supplies,Art,16.4,0,7.052,0%
Second Class,Consumer,California,West,Office Supplies,Binders,92.96,0.2,31.374,0.1-0.4%
Second Class,Consumer,Florida,South,Office Supplies,Supplies,7.632,0.2,-1.8126,0.1-0.4%
First Class,Consumer,Oregon,West,Office Supplies,Binders,4.158,0.7,-3.465,0.5-0.8%
First Class,Consumer,Oregon,West,Technology,Machines,179.991,0.7,-251.9874,0.5-0.8%
Standard Class,Consumer,Illinois,Central,Furniture,Chairs,239.358,0.3,-47.8716,0.1-0.4%
First Class,Home Office,California,West,Office Supplies,Paper,164.88,0,80.7912,0%
Second Class,Corporate,California,West,Office Supplies,Supplies,10.95,0,3.285,0%
Standard Class,Corporate,Massachusetts,East,Office Supplies,Paper,19.44,0,9.3312,0%
Standard Class,Corporate,Massachusetts,East,Office Supplies,Binders,12.3,0,6.15,0%
First Class,Consumer,California,West,Office Supplies,Appliances,13.97,0,3.6322,0%
Standard Class,Consumer,Tennessee,South,Furniture,Tables,934.956,0.4,-249.3216,0.1-0.4%
Standard Class,Consumer,Tennessee,South,Technology,Accessories,46.864,0.2,7.6154,0.1-0.4%
Standard Class,Consumer,Tennessee,South,Office Supplies,Storage,26.16,0.2,1.962,0.1-0.4%
Standard Class,Consumer,Tennessee,South,Office Supplies,Art,23.128,0.2,2.891,0.1-0.4%
Standard Class,Consumer,Tennessee,South,Office Supplies,Appliances,59.24,0.2,16.291,0.1-0.4%
Second Class,Consumer,Florida,South,Furniture,Bookcases,155.456,0.2,-7.7728,0.1-0.4%
Standard Class,Corporate,California,West,Office Supplies,Paper,8.56,0,3.852,0%
First Class,Consumer,Florida,South,Furniture,Furnishings,21,0.2,5.775,0.1-0.4%
First Class,Consumer,Florida,South,Technology,Machines,120,0.5,-7.2,0.5-0.8%
Standard Class,Consumer,Texas,Central,Technology,Phones,299.96,0.2,37.495,0.1-0.4%
Standard Class,Consumer,Texas,Central,Office Supplies,Appliances,67.84,0.8,-179.776,0.5-0.8%
Standard Class,Consumer,Texas,Central,Furniture,Chairs,853.93,0.3,-24.398,0.1-0.4%
Standard Class,Consumer,Texas,Central,Office Supplies,Art,18.688,0.2,3.7376,0.1-0.4%
First Class,Consumer,Virginia,South,Furniture,Furnishings,273.96,0,71.2296,0%
First Class,Consumer,Virginia,South,Technology,Accessories,89.97,0,18.8937,0%
First Class,Consumer,Virginia,South,Furniture,Furnishings,756.8,0,75.68,0%
Standard Class,Consumer,Texas,Central,Office Supplies,Binders,1.248,0.8,-1.9344,0.5-0.8%
Standard Class,Home Office,Pennsylvania,East,Technology,Accessories,72,0.2,14.4,0.1-0.4%
Standard Class,Home Office,Pennsylvania,East,Furniture,Chairs,470.155,0.3,-13.433,0.1-0.4%
First Class,Consumer,Tennessee,South,Office Supplies,Storage,39.128,0.2,-8.8038,0.1-0.4%
Standard Class,Corporate,Ohio,East,Office Supplies,Art,19.728,0.2,1.7262,0.1-0.4%
Standard Class,Corporate,Ohio,East,Technology,Phones,151.188,0.4,-25.198,0.1-0.4%
Standard Class,Consumer,New York,East,Furniture,Chairs,271.764,0.1,60.392,0.1-0.4%
First Class,Consumer,Pennsylvania,East,Technology,Accessories,47.496,0.2,-1.1874,0.1-0.4%
Second Class,Consumer,California,West,Furniture,Bookcases,344.981,0.15,28.4102,0.1-0.4%
First Class,Corporate,Texas,Central,Office Supplies,Paper,36.288,0.2,12.7008,0.1-0.4%
First Class,Corporate,Texas,Central,Office Supplies,Paper,78.304,0.2,29.364,0.1-0.4%
First Class,Corporate,Texas,Central,Furniture,Tables,127.785,0.3,-31.0335,0.1-0.4%
First Class,Corporate,Texas,Central,Office Supplies,Binders,6.104,0.8,-9.156,0.5-0.8%
Second Class,Corporate,New Jersey,East,Office Supplies,Binders,5.76,0,2.8224,0%
Second Class,Consumer,Texas,Central,Office Supplies,Binders,1.72,0.8,-2.838,0.5-0.8%
Second Class,Consumer,Illinois,Central,Office Supplies,Binders,8.952,0.8,-14.7708,0.5-0.8%
Standard Class,Consumer,Illinois,Central,Office Supplies,Appliances,2.334,0.8,-6.3018,0.5-0.8%
Standard Class,Consumer,Illinois,Central,Office Supplies,Binders,1.728,0.8,-2.7648,0.5-0.8%
Standard Class,Consumer,Illinois,Central,Furniture,Furnishings,159.04,0.6,-194.824,0.5-0.8%
Standard Class,Consumer,Illinois,Central,Furniture,Tables,145.98,0.5,-99.2664,0.5-0.8%
Standard Class,Consumer,North Carolina,South,Furniture,Furnishings,77.952,0.2,12.6672,0.1-0.4%
Standard Class,Consumer,North Carolina,South,Office Supplies,Binders,95.97,0.7,-73.577,0.5-0.8%
Standard Class,Consumer,North Carolina,South,Technology,Phones,105.584,0.2,9.2386,0.1-0.4%
Standard Class,Consumer,North Carolina,South,Office Supplies,Art,9.344,0.2,1.168,0.1-0.4%
Standard Class,Corporate,Missouri,Central,Furniture,Furnishings,9.68,0,3.7752,0%
Standard Class,Corporate,Missouri,Central,Technology,Copiers,4899.93,0,2302.9671,0%
Standard Class,Home Office,California,West,Technology,Accessories,104.75,0,21.9975,0%
Standard Class,Corporate,Tennessee,South,Technology,Accessories,18.528,0.2,4.4004,0.1-0.4%
Standard Class,Corporate,Tennessee,South,Furniture,Tables,1875.258,0.4,-968.8833,0.1-0.4%
First Class,Consumer,Florida,South,Office Supplies,Paper,91.36,0.2,29.692,0.1-0.4%
First Class,Consumer,Florida,South,Office Supplies,Appliances,152.24,0.2,17.127,0.1-0.4%
First Class,Consumer,Texas,Central,Technology,Phones,35.184,0.2,12.3144,0.1-0.4%
Same Day,Consumer,Texas,Central,Office Supplies,Paper,56.704,0.2,19.1376,0.1-0.4%
Same Day,Consumer,Texas,Central,Office Supplies,Paper,274.064,0.2,102.774,0.1-0.4%
Standard Class,Home Office,Pennsylvania,East,Furniture,Chairs,458.43,0.3,-124.431,0.1-0.4%
Same Day,Consumer,Arizona,West,Office Supplies,Binders,8.226,0.7,-6.0324,0.5-0.8%
Standard Class,Corporate,Georgia,South,Technology,Accessories,5.95,0,0.833,0%
Standard Class,Corporate,Georgia,South,Office Supplies,Paper,15.24,0,7.1628,0%
Same Day,Consumer,Washington,West,Technology,Accessories,239.94,0,26.3934,0%
Same Day,Consumer,Washington,West,Office Supplies,Art,23.84,0,6.4368,0%
Same Day,Corporate,Wisconsin,Central,Office Supplies,Storage,92.52,0,24.9804,0%
Same Day,Corporate,Wisconsin,Central,Office Supplies,Storage,37.76,0,10.5728,0%
Same Day,Corporate,Wisconsin,Central,Office Supplies,Labels,7.38,0,3.4686,0%
Same Day,Corporate,Wisconsin,Central,Furniture,Furnishings,5.82,0,2.7354,0%
Standard Class,Consumer,Ohio,East,Office Supplies,Paper,3.816,0.2,1.1925,0.1-0.4%
Standard Class,Corporate,Alabama,South,Office Supplies,Binders,26.16,0,12.8184,0%
First Class,Home Office,Texas,Central,Technology,Accessories,100.8,0.2,21.42,0.1-0.4%
First Class,Corporate,New York,East,Furniture,Furnishings,135.8,0,66.542,0%
Standard Class,Corporate,California,West,Office Supplies,Art,13.9,0,3.753,0%
Standard Class,Corporate,California,West,Office Supplies,Envelopes,19.4,0,9.312,0%
Standard Class,Corporate,New Mexico,West,Office Supplies,Binders,13.488,0.2,4.3836,0.1-0.4%
Standard Class,Corporate,New Mexico,West,Office Supplies,Binders,11.416,0.2,3.8529,0.1-0.4%
Second Class,Consumer,Idaho,West,Office Supplies,Paper,17.64,0,8.6436,0%
Second Class,Consumer,Idaho,West,Office Supplies,Binders,17.04,0.2,5.538,0.1-0.4%
Second Class,Consumer,Virginia,South,Technology,Accessories,99.98,0,7.9984,0%
Second Class,Consumer,Virginia,South,Furniture,Furnishings,29.46,0,9.7218,0%
Standard Class,Corporate,Ohio,East,Office Supplies,Binders,166.92,0.7,-116.844,0.5-0.8%
First Class,Home Office,Colorado,West,Furniture,Furnishings,98.328,0.2,9.8328,0.1-0.4%
First Class,Consumer,New York,East,Furniture,Chairs,117.882,0.1,1.3098,0.1-0.4%
Standard Class,Corporate,New York,East,Technology,Accessories,20.97,0,9.0171,0%
Standard Class,Corporate,New York,East,Technology,Accessories,139.96,0,9.7972,0%
Standard Class,Corporate,New York,East,Furniture,Furnishings,37.74,0,12.8316,0%
Standard Class,Consumer,Massachusetts,East,Furniture,Furnishings,14.82,0,6.2244,0%
Standard Class,Consumer,Massachusetts,East,Furniture,Furnishings,191.82,0,61.3824,0%
Standard Class,Consumer,New York,East,Office Supplies,Binders,13.904,0.2,4.5188,0.1-0.4%
Same Day,Corporate,Washington,West,Office Supplies,Appliances,314.6,0,103.818,0%
Same Day,Corporate,Washington,West,Furniture,Tables,283.56,0,45.3696,0%
Standard Class,Home Office,Michigan,Central,Furniture,Chairs,487.96,0,146.388,0%
Standard Class,Consumer,Arkansas,South,Office Supplies,Binders,1793.98,0,843.1706,0%
Standard Class,Consumer,Illinois,Central,Office Supplies,Binders,2.992,0.8,-4.488,0.5-0.8%
Standard Class,Consumer,Illinois,Central,Technology,Accessories,108.768,0.2,2.7192,0.1-0.4%
First Class,Consumer,New York,East,Office Supplies,Paper,25.92,0,12.4416,0%
First Class,Consumer,New York,East,Office Supplies,Storage,22.58,0,5.8708,0%
Same Day,Consumer,Texas,Central,Technology,Phones,55.176,0.2,-12.4146,0.1-0.4%
Standard Class,Consumer,Michigan,Central,Office Supplies,Binders,9892.74,0,4946.37,0%
Standard Class,Corporate,Arizona,West,Furniture,Tables,73.915,0.5,-45.8273,0.5-0.8%
Standard Class,Consumer,Florida,South,Furniture,Furnishings,337.088,0.2,16.8544,0.1-0.4%
Second Class,Corporate,California,West,Office Supplies,Appliances,61.44,0,16.5888,0%
Standard Class,Corporate,California,West,Technology,Accessories,479.97,0,163.1898,0%
Second Class,Corporate,California,West,Office Supplies,Binders,5.984,0.2,2.244,0.1-0.4%
Second Class,Corporate,California,West,Technology,Accessories,189.95,0,45.588,0%
Second Class,Corporate,California,West,Technology,Accessories,149.95,0,31.4895,0%
Second Class,Corporate,California,West,Office Supplies,Art,29.95,0,8.6855,0%
Second Class,Corporate,California,West,Office Supplies,Labels,44.4,0,22.2,0%
Standard Class,Home Office,New York,East,Office Supplies,Art,66.03,0,17.1678,0%
Standard Class,Corporate,California,West,Office Supplies,Paper,10.86,0,5.3214,0%
Second Class,Corporate,California,West,Office Supplies,Art,3.36,0,0.84,0%
Second Class,Corporate,California,West,Office Supplies,Binders,27.936,0.2,9.4284,0.1-0.4%
Second Class,Corporate,California,West,Technology,Phones,28.784,0.2,2.8784,0.1-0.4%
Standard Class,Consumer,California,West,Office Supplies,Supplies,21.96,0,6.1488,0%
Second Class,Consumer,Washington,West,Technology,Accessories,21.98,0,8.5722,0%
First Class,Home Office,New York,East,Furniture,Chairs,2621.322,0.1,553.3902,0.1-0.4%
Standard Class,Consumer,California,West,Furniture,Furnishings,74.76,0,23.9232,0%
Standard Class,Consumer,California,West,Furniture,Tables,364.776,0.2,27.3582,0.1-0.4%
Standard Class,Corporate,Washington,West,Furniture,Tables,1115.17,0,334.551,0%
First Class,Corporate,California,West,Office Supplies,Binders,89.696,0.2,33.636,0.1-0.4%
First Class,Corporate,California,West,Office Supplies,Labels,50.12,0,23.5564,0%
Standard Class,Corporate,New York,East,Office Supplies,Fasteners,36.48,0,18.24,0%
Standard Class,Consumer,Illinois,Central,Office Supplies,Paper,322.192,0.2,100.685,0.1-0.4%
Standard Class,Consumer,Illinois,Central,Office Supplies,Binders,2.946,0.8,-4.8609,0.5-0.8%
Standard Class,Consumer,Illinois,Central,Office Supplies,Paper,19.136,0.2,6.9368,0.1-0.4%
Standard Class,Consumer,Virginia,South,Technology,Accessories,23.08,0,6.924,0%
Standard Class,Consumer,Maryland,East,Technology,Phones,90.48,0,23.5248,0%
Second Class,Consumer,Washington,West,Furniture,Chairs,215.976,0.2,-2.6997,0.1-0.4%
Second Class,Consumer,Washington,West,Office Supplies,Envelopes,65.94,0,30.9918,0%
First Class,Corporate,Pennsylvania,East,Furniture,Furnishings,11.352,0.2,2.6961,0.1-0.4%
Standard Class,Home Office,Indiana,Central,Office Supplies,Storage,24.56,0,6.8768,0%
